timestamp,spot,strike,yes_bid,yes_ask,no_bid,no_ask,implied_prob,model_prob,edge_bps,hours_to_expiry,vol
2026-02-25 23:16:00+00:00,68337.1340649571,68532.53,0.42,0.44,0.56,0.5800000000000001,0.44,,,0.31666666666666665,
2026-02-25 23:17:00+00:00,68329.06071770743,68532.53,0.35,0.36,0.64,0.65,0.36,0.22132157414051262,-1386.7842585948736,0.3,0.6634769352310489
2026-02-25 23:18:00+00:00,68320.98737045776,68532.53,0.48,0.49,0.51,0.52,0.49,0.20578055130577078,-2842.1944869422923,0.2833333333333333,0.6635173472328628
2026-02-25 23:19:00+00:00,68312.91402320808,68532.53,0.28,0.3,0.7,0.72,0.3,0.18982718193198345,-1101.7281806801655,0.26666666666666666,0.6635585737531892
2026-02-25 23:20:00+00:00,68304.8406759584,68532.53,0.13,0.15,0.85,0.87,0.15,0.1734783092107583,234.78309210758303,0.25,0.6636006135375687
2026-02-25 23:21:00+00:00,68296.76732870872,68532.53,0.13,0.14,0.86,0.87,0.14,0.15676441105393313,167.64411053933114,0.23333333333333334,0.6636434647215819
2026-02-25 23:22:00+00:00,68288.69398145904,68532.53,0.09,0.1,0.9,0.91,0.1,0.13973507979575717,397.3507979575716,0.21666666666666667,0.6636871248345674
2026-02-25 23:23:00+00:00,68280.62063420936,68532.53,0.04,0.06,0.94,0.96,0.06,0.12246663855183115,624.6663855183116,0.2,0.663731590807288
2026-02-25 23:24:00+00:00,68272.5472869597,68532.53,0.06,0.07,0.9299999999999999,0.94,0.07,0.10507270256850892,350.7270256850892,0.18333333333333332,0.6637768589801389
2026-02-25 23:25:00+00:00,68264.47393971002,68532.53,0.04,0.06,0.94,0.96,0.06,0.08771870677464355,277.18706774643556,0.16666666666666666,0.6638229251142478
2026-02-25 23:26:00+00:00,68256.40059246034,68532.53,0.03,0.04,0.96,0.97,0.04,0.07064150637617712,306.41506376177125,0.15,0.6638697844020803
2026-02-25 23:27:00+00:00,68248.32724521068,68532.53,0.01,0.02,0.98,0.99,0.02,0.05417470609414041,341.747060941404,0.13333333333333333,0.6639174314812928
2026-02-25 23:28:00+00:00,68240.253897961,68532.53,0.0,0.01,0.99,1.0,0.01,0.03877823529371118,287.7823529371118,0.11666666666666667,0.6639658604496402
2026-02-25 23:29:00+00:00,68232.18055071132,68532.53,0.0,0.01,0.99,1.0,0.01,0.02506380615377856,150.6380615377856,0.1,0.6640150648796739
2026-02-25 23:30:00+00:00,68224.10720346164,68532.53,0.0,0.01,0.99,1.0,0.01,0.013788748330152981,37.88748330152981,0.08333333333333333,0.664065037836577
